County #,County,City Code,City,year,total_taxes,residential_taxes,total_taxes_per_capita,residential_taxes_per_capita,res_percent,non_res_taxes,non_res_taxes_per_capita
53,Golden Valley,RYE-53,Ryegate,2004,59155.256154972885,37847.5534109069,224.0729399809579,143.3619447382837,0.6398003469337566,21307.702744065988,80.71099524267419
11,Phillips,SAC-11,Saco,2004,76222.28124,22374.411079999998,375.47921793103444,110.21877379310344,0.29354160904145615,53847.87016,265.260444137931
37,Daniels,SCB-37,Scobey,2004,551793.7827599999,347335.20228,552.8995819238476,348.03126480961924,0.6294655959019239,204458.58047999983,204.86831711422832
21,Toole,SHL-21,Shelby,2004,1883943.0982899994,779611.24824,599.7908622381406,248.20479090735435,0.4138188934409062,1104331.8500499995,351.58607133078624
25,Madison,SHR-25,Sheridan,2004,485865.76876,309005.40249,771.215505968254,490.48476585714286,0.6359892430344016,176860.36627,280.7307401111111
27,Richland,SID-27,Sidney,2004,2254776.2819,1197798.45195,465.862868161157,247.47901899793388,0.5312271827432336,1056977.82995,218.38384916322312
15,Lake,SAI-15,St. Ignatius,2004,239204.13711199997,152495.123688,292.7835215569155,186.6525381738066,0.6375103939636246,86709.01342399998,106.13098338310891
36,Judith Basin,STN-36,Stanford,2004,149517.76896000002,94611.57144,349.34058168224306,221.05507345794393,0.6327781112444977,54906.197520000016,128.28550822429912
13,Ravalli,STE-13,Stevensville,2004,987687.518704,552303.035086,563.7485837351599,315.2414583824201,0.5591880272119948,435384.48361800006,248.50712535273976
21,Toole,SUN-21,Sunburst,2004,135751.74908,80500.50054,355.37107089005235,210.73429460732982,0.5929978883186261,55251.248540000015,144.63677628272254
54,Mineral,SUP-54,Superior,2004,550319.8575899999,259001.6162,649.7282852302242,305.7870321133412,0.47063832538087647,291318.2413899999,343.941253116883
45,Prairie,TER-45,Terry,2004,244183.47768,124006.0416,415.27802326530616,210.89462857142857,0.507839608061069,120177.43608000001,204.3833946938776
35,Sanders,THF-35,Thompson Falls,2004,598162.312835,366285.456747,442.10074858462673,270.7209584235033,0.6123512780519123,231876.856088,171.37979016112342
6,Gallatin,THR-06,Three Forks,2004,875416.9359619773,575236.29405,484.9955323889071,318.69046761772853,0.6570998005857459,300180.6419119773,166.3050647711786
43,Broadwater,TWN-43,Townsend,2004,756880.9016100002,456131.14025000005,421.89570881270913,254.25370136566335,0.6026458578618381,300749.7613600001,167.64200744704578
56,Lincoln,TOY-56,Troy,2004,454975.82404000004,254917.72898999997,470.98946587991725,263.88998860248444,0.5602885153906296,200058.09505000006,207.0994772774328
25,Madison,TWB-25,Twin Bridges,2004,280031.3318,164531.4594,767.2091282191781,450.7711216438356,0.5875466089541341,115499.8724,316.43800657534246
26,Pondera,VAL-26,Valier,2004,318891.56915,188299.97736,632.7213673611111,373.61106619047615,0.5904827708738439,130591.59179,259.11030117063495
25,Madison,VIC-25,Virginia City,2004,126065.79215000001,95898.83105000001,834.8727956953643,635.0915963576159,0.7607046242639265,30166.9611,199.78119933774838
1,Silver Bow,WAK-01,Walkerville,2004,235607.07135999997,164628.22696,352.1779840956651,246.0810567414051,0.6987406023499754,70978.84439999997,106.09692735426003
6,Gallatin,WYE-06,West Yellowstone,2004,1699705.4733540576,452212.881707715,10364.05776435401,2757.395620168994,0.2660536715313128,1247492.5916463425,7606.662144185015
34,Sheridan,WES-34,Westby,2004,77751.67268999999,40409.15508,64.09865844187964,33.313400725474025,0.5197207170206283,37342.517609999995,30.78525771640561
47,Meagher,WSS-47,White Sulphur,2004,479366.70180000004,294304.1808,489.14969571428577,300.3103885714285,0.6139437297060919,185062.52100000007,188.83930714285725
7,Flathead,WHT-07,Whitefish,2004,8662338.167014,6190200.146528,1428.2503160781532,1020.643057960099,0.7146107698842965,2472138.020485999,407.60725811805423
51,Jefferson,WHT-51,Whitehall,2004,468954.73464000004,256619.03931999998,452.6590102702703,247.70177540540539,0.5472149449924999,212335.69532000006,204.95723486486492
52,Wibaux,WIL-52,Wibaux,2004,166860.44521962322,77649.24065608888,295.8518532262823,137.67595861008667,0.4653543897350043,89211.20456353434,158.17589461619562
8,Fergus,WIN-08,Winifred,2004,57863.13787896731,32963.98895451938,325.0738083088051,185.19094918269315,0.5696889274043583,24899.14892444793,139.88285912611195
55,Petroleum,WIN-55,Winnett,2004,56020.310280000005,40472.89104,290.2606750259068,209.70409865284975,0.7224681698067881,15547.419240000003,80.55657637305703
17,Roosevelt,WOP-17,Wolf Point,2004,834508.8923199999,408913.32752,316.1018531515151,154.89141193939395,0.4900047576283927,425595.5647999999,161.21044121212117
54,Mineral,ALB-54,Alberton,2005,260922.12509999998,151541.15249,644.2521607407407,374.17568516049386,0.5807907337559854,109380.97260999997,270.07647558024684
30,Deer Lodge,ANA-30,Anaconda,2005,3152385.8271000003,2050811.59976,339.9165222234204,221.13560489109338,0.6505585649224351,1101574.2273400004,118.780917332327
17,Roosevelt,BAN-17,Bainville,2005,50565.08121,21991.74951,279.36508955801105,121.5013785082873,0.43491969129183966,28573.331699999995,157.86371104972375
39,Fallon,BAK-39,Baker,2005,510928.87296,263117.20002,312.8774482302511,161.12504593998776,0.5149781387293004,247811.67294000002,151.75240229026335
10,Carbon,BER-10,Bearcreek,2005,42055.03984,34199.17248,506.68722698795176,412.03822265060245,0.8132003348495699,7855.867359999997,94.64900433734931
6,Gallatin,BEL-06,Belgrade,2005,4641738.96143,2414504.77212,689.9136387381094,358.874074334126,0.5201724595422215,2227234.1893100003,331.0395644039834
2,Cascade,BLT-02,Belt ,2005,260306.80299999999,181667.558,421.8910907617504,294.43688492706644,0.6978978494081078,78639.245,127.45420583468393
19,Chouteau,BGS-19,Big Sandy,2005,255556.16996,145471.20796,405.0018541362916,230.54074161648177,0.5692337930356733,110084.962,174.46111251980986
40,Sweet Grass,BIG-40,Big Timber,2005,1203429.6229890003,702930.906315,720.6165407119762,420.91671036826347,0.5841063680725308,500498.71667400026,299.69983034371273
3,Yellowstone,BIL-03,Billings,2005,81223877.41894,44146672.6586,835.189789607823,453.94102597992844,0.5435184093822363,37077204.76033999,381.2487636278945
51,Jefferson,BLD-51,Boulder,2005,501894.8165,329398.34417,401.1948972821743,263.3080289128697,0.656309516139424,172496.47233000002,137.88686836930458
6,Gallatin,BOZ-06,Bozeman,2005,32438161.8624,15177145.138999999,974.7043828846154,456.04402460937496,0.46787932076361766,17261016.7234,518.6603582752405
10,Carbon,BRD-10,Bridger,2005,349180.26484,196184.06912,463.10379952254647,260.1910731034483,0.5618418017120603,152996.19572000002,202.9127264190982
9,Powder River,BRO-09,Broadus,2005,199523.1956,113695.12255,415.6733241666667,236.86483864583334,0.5698341098041234,85828.07305,178.80848552083336
3,Yellowstone,BRD-03,Broadview,2005,107611.97363999998,37987.61325,629.309787368421,222.14978508771932,0.35300545064884664,69624.36038999999,407.16000228070163
17,Roosevelt,BRC-17,Brockton,2005,24294.659939999998,3230.75646,96.79147386454183,12.8715396812749,0.1329821643101377,21063.903479999997,83.91993418326693
38,Glacier,BRW-38,Browning ,2005,276987.71283,80985.07618,275.0622768917577,80.4221213306852,0.29237786525824794,196002.63664999997,194.64015556107248
2,Cascade,CAS-02,Cascade,2005,376896.4006499999,243515.40542999998,519.8571043448275,335.88331783448274,0.6461070071511176,133380.99521999992,183.97378651034472
48,Liberty,CHE-48,Chester,2005,379679.49792,233693.17196,439.9530682734646,270.79162451911935,0.6155011614802549,145986.32596,169.16144375434527
24,Blaine,CHK-24,Chinook,2005,718754.589241,399593.91645500006,567.2885471515391,315.3858851262826,0.5559532035502807,319160.67278599995,251.90266202525652
31,Teton,CHT-31,Choteau,2005,841225.7503199999,514411.13688,496.0057490094339,303.3084533490566,0.6115018907639471,326814.61343999987,192.69729566037728
41,McCone,CIR-41,Circle,2005,395186.8047,164323.9503,663.065108557047,275.71132600671143,0.4158133529401216,230862.85439999998,387.35378255033555
49,Park,CLP-49,Clyde Park,2005,162355.34736999997,119102.8959,546.6510012457911,401.0198515151515,0.7335939211695336,43252.45146999997,145.6311497306396
29,Rosebud,COL-29,Colstrip,2005,15428423.79988,200732.32049,6912.376254426523,89.93383534498209,0.013010552671722776,15227691.479389999,6822.442419081541
7,Flathead,CFT-07,Columbia Falls,2005,3196768.7325119996,1701914.461164,731.3586667838023,389.3650105614276,0.532385856960834,1494854.2713479996,341.9936562223747
32,Stillwater,COL-32,Columbus,2005,2437431.4789,682842.9024,1349.6298332779622,378.0968451827243,0.2801485532254484,1754588.5765,971.5329880952379
26,Pondera,CON-26,Conrad,2005,1333866.9404199999,753151.56115,513.6183829110512,290.00830232961107,0.564637699853969,580715.3792699999,223.61008058144012
17,Roosevelt,CUL-17,Culbertson,2005,240448.31536,140595.88224,339.1372572073343,198.30166747531734,0.5847239230164678,99852.43312,140.83558973201696
38,Glacier,CUT-38,Cut Bank,2005,1462455.4979999997,826145.8242299999,493.0733304113283,278.5387134962913,0.5649032229423777,636309.6737699998,214.53461691503702
13,Ravalli,DRB-13,Darby,2005,353290.248324,176732.80691400002,482.63695126229504,241.43826081147543,0.5002481889959205,176557.44140999997,241.1986904508196
28,Powell,DER-28,Deer Lodge,2005,1440139.3618500002,892869.52552,450.88896739198503,279.545875241077,0.6199882797266381,547269.8363300002,171.34309215090803
8,Fergus,DET-08,Denton,2005,135235.42964,76071.23056,506.4997364794007,284.9109758801498,0.5625096231254152,59164.19907999999,221.58876059925092
18,Beaverhead,DIL-18,Dillon,2005,2555042.7269920004,1174331.180192,632.1233861929738,290.53220687580404,0.45961312810393434,1380711.5468000004,341.5911793171698
11,Phillips,DOD-11,Dodson,2005,29803.2387,11238.73968,250.44738403361345,94.4431905882353,0.37709793197743974,18564.499020000003,156.00419344537815
46,Granite,DRM-46,Drummond,2005,227069.51399999997,82715.27292,707.3816635514017,257.6799779439252,0.36427291124602496,144354.24107999995,449.7016856074765
31,Teton,DTT-31,Dutton,2005,149614.55894,99842.08052,437.46947058479526,291.9359079532164,0.667328642528965,49772.478419999985,145.5335626315789
5,Lewis & Clark,EHN-05,East Helena,2005,1665614.4345599997,808903.2971599998,930.5108572960893,451.9012833296089,0.4856485873176798,856711.1373999999,478.6095739664804
42,Carter,EKA-42,Ekalaka,2005,127763.11241999998,75118.44274,349.0795421311475,205.2416468306011,0.5879509454423795,52644.66967999998,143.8378953005464
25,Madison,ENN-25,Ennis,2005,689509.5658499999,307836.28715,817.9235656583629,365.16760041518387,0.44645687659243954,381673.2786999999,452.75596524317905
56,Lincoln,EUR-56,Eureka,2005,516935.9423,297107.79264999996,506.30356738491673,290.99685861900093,0.5747477943361416,219828.14965000004,215.3067087659158
31,Teton,FRF-31,Fairfield,2005,629335.50136,252088.5365,905.5187069928057,362.71731870503595,0.4005630318887688,377246.96486,542.8013882877698
27,Richland,FAR-27,Fairview ,2005,186101.64162,101408.67587,252.51240382632295,137.59657512890095,0.544910163001495,84692.96575,114.915828697422
37,Daniels,FLX-37,Flaxville,2005,22645.524299999997,12191.31732,301.940324,162.5508976,0.5383543855507025,10454.206979999997,139.38942639999996
29,Rosebud,FOR-29,Forsyth,2005,788634.2117600001,393337.17432,434.98853378929954,216.95376410369553,0.4987574320954031,395297.0374400001,218.034769685604
19,Chouteau,FOR-19,Fort Benton,2005,994227.7654399999,606058.64984,669.0630992193808,407.84565938088826,0.609577272841285,388169.1155999999,261.2174398384925
20,Valley,FOR-20,Fort Peck,2005,102141.34665000002,84522.027,440.26442521551735,364.3190818965517,0.8275006133375664,17619.31965000002,75.94534331896563
17,Roosevelt,FRO-17,Froid,2005,68094.92519999998,34178.7772,362.2070489361701,181.8020063829787,0.5019284050847302,33916.14799999999,180.4050425531914
10,Carbon,FRM-10,Fromberg,2005,173569.55928,125940.65909999999,374.0723260344827,271.4238342672414,0.7255918585172777,47628.90018,102.64849176724135
19,Chouteau,GER-19,Geraldine,2005,105695.79372,54346.075919999996,403.41906,207.42777068702287,0.514174443535273,51349.717800000006,195.99128931297713
20,Valley,GLA-20,Glasgow,2005,1585764.7007999998,804456.01704,496.94913845189586,252.101540908806,0.507298476649254,781308.6837599998,244.84759754308988
16,Dawson,GLD-16,Glendive,2005,3717081.0049800007,1545639.1498200002,774.3918760375001,322.0081562125,0.41582067965406533,2171441.8551600007,452.38371982500007
8,Fergus,GRS-08,Grass Range,2005,38275.272580000004,25094.1081,306.20218064000005,200.7528648,0.6556219305179406,13181.164480000003,105.44931584000005
2,Cascade,GTF-02,Great Falls,2005,40390037.63513999,21445856.52642001,703.9289908177348,373.7644485067449,0.5309689661631255,18944181.10871998,330.1645423109899
13,Ravalli,HAM-13,Hamilton,2005,3687779.1624720003,1381074.042677,874.5030027204174,327.5015515003557,0.37450020237959025,2306705.119795,547.0014512200617
22,Big Horn,HAR-22,Hardin,2005,1412937.3129599998,623782.47708,410.6182252136006,181.2794179250218,0.4414792300822048,789154.8358799998,229.33880728857883
24,Blaine,HRL-24,Harlem,2005,375258.95523,181784.57934999999,459.87617062500004,222.77521979166664,0.4844243603422665,193474.37588000004,237.1009508333334
44,Wheatland,HAR-44,Harlowton,2005,405254.06320000003,213957.1556,416.07193347022593,219.66853757700204,0.5279580762510662,191296.90760000004,196.4033958932239
12,Hill,HVR-12,Havre,2005,5473635.884699998,3102187.6289999997,596.5815678147137,338.11309307901905,0.5667508205416601,2371448.2556999987,258.46847473569466
5,Lewis & Clark,HLN-05,Helena,2005,32612084.793270003,13565138.750500001,1221.1977080423144,507.9625070398802,0.41595435668986647,19046946.042770002,713.2352010024342
12,Hill,HIN-12,Hingham,2005,76134.1165,38967.214,576.7736098484849,295.20616666666666,0.511823290154027,37166.902500000004,281.5674431818182
36,Judith Basin,HOB-36,Hobson,2005,81512.59984,50669.65304,365.52735354260085,227.21817506726455,0.6216174326356758,30842.946799999998,138.3091784753363
35,Sanders,HOT-35,Hot Springs,2005,265684.461748,164584.749316,475.28526251878355,294.427100744186,0.6194745008163389,101099.712432,180.85816177459753
33,Treasure,HYS-33,Hysham,2005,115550.061,71982.52875,369.16952396166135,229.97613019169327,0.6229553504952282,43567.532250000004,139.19339376996808
14,Custer,ISM-14,Ismay,2005,18615.1644,5279.2991999999995,846.1438363636364,239.96814545454544,0.28360207229757256,13335.865200000002,606.1756909090909
10,Carbon,JOL-10,Joliet,2005,291961.38774,201984.11492,491.5174877777777,340.0405975084175,0.6918179026463344,89977.27281999998,151.47689026936024
50,Garfield,JOR-50,Jordan,2005,126544.90005000001,71498.8377,366.7968117391305,207.24300782608697,0.5650076587183649,55046.06235000001,159.5538039130435
44,Wheatland,JUG-44,Judith Gap,2005,52784.93088000001,21839.120160000002,385.2914662773723,159.40963620437958,0.4137377807626296,30945.810720000005,225.88183007299273
7,Flathead,KOT-07,Kalispell,2005,21033674.462174,9540813.593768,1195.09513989625,542.0916814640909,0.453597093124445,11492860.868405998,653.003458432159
21,Toole,KEV-21,Kevin,2005,37272.587799999994,20268.719449999997,231.5067565217391,125.89266739130433,0.5437969469348195,17003.868349999997,105.61408913043478
3,Yellowstone,LAU-03,Laurel,2005,3943801.9000000004,2301161.5506,612.0114680322781,357.101420018622,0.5834881185588962,1642640.3494000002,254.91004801365614
53,Golden Valley,LAV-53,Lavina,2005,88236.9203,39682.541919999996,420.17581095238097,188.9644853333333,0.4497271865913026,48554.37838,231.21132561904767
8,Fergus,LEW-08,Lewistown,2005,3949462.3427400007,2244525.81215,650.7599839742957,369.83453816938544,0.5683117390082078,1704936.5305900006,280.9254458049102
56,Lincoln,LIB-56,Libby,2005,1327494.1835399999,597293.87868,480.2800953473227,216.09764062228652,0.44994086308326364,730200.3048599999,264.18245472503617
18,Beaverhead,LIM-18,Lima,2005,109891.71495,82378.73177,492.7879594170403,369.41135322869957,0.7496355098970089,27512.983179999996,123.37660618834076
49,Park,LVM-49,Livingston,2005,5371770.342719999,2899652.39296,760.22790018681,410.3668826719502,0.5397945570941439,2472117.9497599993,349.8610175148598
22,Big Horn,LOG-22,Lodge Grass,2005,45199.48404,23076.84467,93.77486315352698,47.87727109958506,0.5105554888542041,22122.639370000004,45.89759205394192
11,Phillips,MAL-11,Malta,2005,1025783.0185199999,533734.39836,520.1739444827585,270.65638862068965,0.5203190038474922,492048.62015999993,249.5175558620689
6,Gallatin,MAN-06,Manhattan,2005,1046068.5987099999,677885.43032,695.9870916234198,451.0215770592149,0.6480315259973971,368183.1683899999,244.9655145642049
34,Sheridan,MED-34,Medicine Lake,2005,91120.50287999999,54046.64144,378.093372946058,224.25992298755187,0.5931337046194318,37073.861439999986,153.83344995850615
23,Musselshell,MEL-23,Melstone,2005,55286.924399999996,29485.98936,502.6084036363636,268.0544487272727,0.5333266351853713,25800.935039999997,234.55395490909092
14,Custer,MIC-14,Miles City,2005,5569656.2736599995,3113241.79731,673.2329594657318,376.31352560256255,0.5589647986058194,2456414.4763499997,296.9194338631693
4,Missoula,MSS-04,Missoula,2005,67985412.65782002,32782550.875140004,1095.5317314375495,528.2651574381617,0.4821997777690799,35202861.78268001,567.2665739993878
8,Fergus,MOO-08,Moore,2005,98153.89463999998,40220.899000000005,536.3600799999999,219.78633333333337,0.4097738469524678,57932.99563999998,316.5737466666666
20,Valley,NAS-20,Nashua,2005,117167.12595,64569.67965,390.5570865,215.23226549999998,0.5510904114653672,52597.4463,175.32482100000004
2,Cascade,NEI-02,Neihart,2005,138645.04108,108492.88996,2009.3484214492753,1572.360724057971,0.782522686097357,30152.151119999995,436.9876973913042
20,Valley,OPH-20,Opheim,2005,37907.576400000005,17414.2387,407.60834838709684,187.2498784946237,0.45938675995123757,20493.337700000004,220.35846989247315
34,Sheridan,OUT-34,Outlook,2005,41072.995879999995,23421.090770000003,673.3278013114754,383.9523077049181,0.5702308845068841,17651.905109999992,289.37549360655726
46,Granite,PHI-46,Phillipsburg,2005,551467.69245,333189.42435,628.8115079247434,379.91952605473205,0.604186662086663,218278.2681,248.89198187001136
13,Ravalli,PIN-13,Pinesdale,2005,110084.894976,106171.766673,129.81709313207546,125.20255503891511,0.964453540116897,3913.1283029999904,4.614538093160348
35,Sanders,PLS-35,Plains,2005,546855.131342,274356.890327,485.6617507477797,243.65620810568385,0.501699398255109,272498.241015,242.00554264209586
34,Sheridan,PLW-34,Plentywood,2005,924616.7899999998,583259.7876,509.4307382920109,321.3552548760331,0.6308124553957106,341357.00239999976,188.07548341597783
39,Fallon,PLV-39,Plevna,2005,20874.96255,10206.26191,148.04937978723405,72.38483624113475,0.4889236033623447,10668.700640000001,75.6645435460993
15,Lake,POL-15,Polson,2005,3475414.2576439995,2209826.3831309997,783.6334290065388,498.26975944329195,0.6358454616656409,1265587.8745129998,285.36366956324684
17,Roosevelt,POP-17,Poplar,2005,225025.28472,99844.10771000001,266.6176359241706,118.29870581753556,0.4437017281601776,125181.17700999998,148.31893010663504
10,Carbon,RED-10,Red Lodge,2005,2560540.8679000004,1579413.1458100001,1174.0214891792757,724.169255300321,0.6168279388195583,981127.7220900003,449.85223387895473
,,,Rexford,2005,,,0.0,0.0,,,0.0
16,Dawson,RIC-16,Richey,2005,80111.22932,35920.33112,447.548767150838,200.67224089385476,0.4483807254600747,44190.898199999996,246.87652625698323
15,Lake,RNN-15,Ronan,2005,861915.719921,411944.627154,456.281482223928,218.0755040518793,0.47794072858046643,449971.09276699997,238.20597817204867
23,Musselshell,RND-23,Roundup,2005,1028975.15206,562959.37616,578.7261822609673,316.62507095613046,0.547106871369012,466015.7759,262.1011113048369
53,Golden Valley,RYE-53,Ryegate,2005,63402.13131,39863.0288,233.95620409594096,147.09604723247233,0.6287332614276433,23539.102509999997,86.86015686346863
11,Phillips,SAC-11,Saco,2005,72676.88029,23650.47885,365.210453718593,118.84662738693467,0.3254195661072452,49026.40144,246.36382633165832
37,Daniels,SCB-37,Scobey,2005,565643.4935600001,366028.93825,569.0578406036218,368.2383684607646,0.647101827241603,199614.55531000008,200.8194721428572
21,Toole,SHL-21,Shelby,2005,1897232.4732499998,794780.9007499999,594.7437220219435,249.14761778996862,0.41891592725509447,1102451.5724999998,345.5961042319749
25,Madison,SHR-25,Sheridan,2005,514945.3527,314085.0249,804.60211359375,490.75785140625004,0.6099385561072955,200860.32779999997,313.84426218749996
27,Richland,SID-27,Sidney,2005,2080050.2500799997,1161124.9552,424.50005103673465,236.96427657142857,0.5582196656813183,918925.2948799997,187.53577446530608
15,Lake,SAI-15,St. Ignatius,2005,277202.44774800004,157684.298039,335.19038421765424,190.6702515586457,0.568841651002837,119518.14970900005,144.52013265900854
36,Judith Basin,STN-36,Stanford,2005,147530.35968000002,92768.46424,351.2627611428572,220.87729580952382,0.628809313833566,54761.89544000002,130.38546533333337
13,Ravalli,STE-13,Stevensville,2005,1010736.440259,567833.063679,573.3048441627907,322.08341672093024,0.561801317397336,442903.37658000004,251.22142744186044
21,Toole,SUN-21,Sunburst,2005,136292.5518,84297.5372,355.8552266318537,220.0980083550914,0.6185043576240387,51995.01459999998,135.75721827676233
54,Mineral,SUP-54,Superior,2005,609311.5,289278.5125,706.0388180764774,335.20105735805333,0.47476292914215473,320032.9875,370.837760718424
45,Prairie,TER-45,Terry,2005,242812.00598,125069.3296,432.04983270462634,222.54329110320285,0.5150870900934847,117742.67637999999,209.5065416014235
35,Sanders,THF-35,Thompson Falls,2005,609664.5175610001,378647.757994,452.2733809799704,280.8959629035608,0.6210756032002704,231016.7595670001,171.37741807640958
6,Gallatin,THR-06,Three Forks,2005,932087.3450300001,608769.1434,506.5692092554348,330.85279532608695,0.6531245667544238,323318.20163000014,175.71641392934788
43,Broadwater,TWN-43,Townsend,2005,745282.52787,443356.59699,419.64106298986485,249.6377235304054,0.5948839271156708,301925.93088,170.00333945945945
56,Lincoln,TOY-56,Troy,2005,463498.03328000003,254960.06128,480.30884277720213,264.20731738860104,0.5500779787041257,208537.97200000004,216.1015253886011
25,Madison,TWB-25,Twin Bridges,2005,278790.09796,164042.23994,749.435747204301,440.9737632795699,0.5884076986247062,114747.85801999999,308.46198392473116
26,Pondera,VAL-26,Valier,2005,327880.9719,191731.67595,649.2692512871287,379.66668504950496,0.5847599964064887,136149.29595,269.6025662376237
25,Madison,VIC-25,Virginia City,2005,129957.22232999999,97313.98077,812.2326395624999,608.2123798125,0.7488154873215964,32643.241559999995,204.02025974999992
1,Silver Bow,WAK-01,Walkerville,2005,233360.8904,161856.06745,349.86640239880063,242.66276979010496,0.6935869466925894,71504.82295,107.20363260869567
6,Gallatin,WYE-06,West Yellowstone,2005,1795687.4985299997,490368.45392999996,11084.490731666665,3026.965765,0.2730811760573203,1305319.0445999997,8057.524966666665
34,Sheridan,WES-34,Westby,2005,72719.67346,34164.06248,58.644897951612904,27.55166329032258,0.4698049489838839,38555.610980000005,31.093234661290325
47,Meagher,WSS-47,White Sulphur,2005,507503.68613999995,306711.15156,529.7533258246345,320.1577782463466,0.6043525592745955,200792.53457999992,209.59554757828795
7,Flathead,WHT-07,Whitefish,2005,10033074.09678,7218126.22985,1632.9873204394532,1174.8252327229818,0.7194331627797481,2814947.8669300005,458.16208771647143
51,Jefferson,WHT-51,Whitehall,2005,503556.41514000006,274217.50437,484.1888607115385,263.67067727884614,0.5445616342585197,229338.91077000007,220.51818343269235
52,Wibaux,WIL-52,Wibaux,2005,153471.461,72598.41159999999,276.525154954955,130.8079488288288,0.47304177028718053,80873.04940000002,145.71720612612617
8,Fergus,WIN-08,Winifred,2005,64100.69595,35212.15649,352.2016260989011,193.47338730769232,0.5493256503403064,28888.53946,158.72823879120878
55,Petroleum,WIN-55,Winnett,2005,53547.24577999999,38661.72345,292.60790043715843,211.26624836065574,0.7220114291002476,14885.522329999993,81.3416520765027
17,Roosevelt,WOP-17,Wolf Point,2005,887162.4357899999,462244.97788,336.93977812001515,175.55829011773642,0.5210375904479999,424917.4579099999,161.38148800227873
54,Mineral,ALB-54,Alberton,2006,278240.98669000005,164174.46569,672.0796779951692,396.5566804106281,0.59004414713679,114066.52100000004,275.5229975845411
30,Deer Lodge,ANA-30,Anaconda,2006,3286607.2528000004,2111401.5835,358.0182192592593,230.0001724945534,0.6424258881864292,1175205.6693000002,128.0180467647059
17,Roosevelt,BAN-17,Bainville,2006,52918.67136,23327.61152,287.6014747826087,126.78049739130434,0.44082005312084993,29591.05984,160.82097739130438
39,Fallon,BAK-39,Baker,2006,553880.46,275864.76505,337.73198780487803,168.2102225914634,0.4980583085563264,278015.69495,169.52176521341462
10,Carbon,BER-10,Bearcreek,2006,50345.525879999994,40948.3269,621.5497022222221,505.5349,0.8133458968648279,9397.198979999994,116.0148022222221
6,Gallatin,BEL-06,Belgrade,2006,4757588.520179999,2476867.15692,678.3956252930271,353.18225537145304,0.5206139930794793,2280721.363259999,325.2133699215741
2,Cascade,BLT-02,Belt ,2006,274265.55266000004,189951.36314,449.6156600983607,311.39567727868854,0.6925819203240511,84314.18952000004,138.21998281967217
19,Chouteau,BGS-19,Big Sandy,2006,239250.40759999998,141411.53819,384.6469575562701,227.34973985530544,0.5910608036514794,97838.86940999998,157.29721770096464
40,Sweet Grass,BIG-40,Big Timber,2006,1195238.0353399997,694821.83517,713.1491857637229,414.5715006980907,0.5813250705097831,500416.20016999973,298.57768506563224
3,Yellowstone,BIL-03,Billings,2006,84113752.05592002,45268354.013340004,853.4788243594377,459.3253852034418,0.5381801775201391,38845398.042580016,394.1534391559959
51,Jefferson,BLD-51,Boulder,2006,539444.88192,349392.21072,438.2168009098294,283.8279534687246,0.6476884338515516,190052.67119999998,154.38884744110476
6,Gallatin,BOZ-06,Bozeman,2006,35828894.03693999,17061504.25221,1028.620063072462,489.8226990184313,0.4761939967954187,18767389.784729995,538.7973640540307
10,Carbon,BRD-10,Bridger,2006,333822.33625,186124.76185,450.5024780701754,251.18051531713903,0.5575563455125152,147697.57439999998,199.3219627530364
9,Powder River,BRO-09,Broadus,2006,207196.1475,120367.94725,421.130381097561,244.65029928861787,0.5809371877920655,86828.20025,176.4800818089431
3,Yellowstone,BRD-03,Broadview,2006,115901.29988,41057.25148,662.2931421714286,234.6128656,0.35424323560226834,74844.0484,427.68027657142864
17,Roosevelt,BRC-17,Brockton,2006,25936.07922,3375.32064,104.5809645967742,13.610163870967742,0.13013997263692811,22560.75858,90.97080072580646
38,Glacier,BRW-38,Browning ,2006,269086.05743999995,76434.55142999999,267.481170417495,75.97867935387673,0.2840524409074712,192651.50600999995,191.50249106361827
2,Cascade,CAS-02,Cascade,2006,396077.7708500001,255511.17118,553.9549242657343,357.35828137062936,0.6451035377008458,140566.59967000008,196.596642895105
48,Liberty,CHE-48,Chester,2006,406245.74639999995,252818.57744,487.6899716686674,303.5036944057623,0.6223291681953227,153427.16895999995,184.1862772629051
24,Blaine,CHK-24,Chinook,2006,729507.49168,415526.81896,585.4795278330658,333.4886187479936,0.5695991113169702,313980.67272,251.99090908507225
31,Teton,CHT-31,Choteau,2006,869715.2496900001,534303.14322,512.8038028832548,315.0372306721698,0.6143426177825974,335412.1064700001,197.76657221108496
41,McCone,CIR-41,Circle,2006,395384.90112,174700.96512,660.0749601335559,291.6543658096828,0.4418503706770987,220683.936,368.4205943238731
49,Park,CLP-49,Clyde Park,2006,169103.88379799997,123483.279435,571.2969047229728,417.1732413344595,0.7302214275723244,45620.60436299996,154.12366338851336
29,Rosebud,COL-29,Colstrip,2006,16323349.08912,199730.14608,7402.879405496599,90.58056511564627,0.012235855827718965,16123618.94304,7312.298840380953
7,Flathead,CFT-07,Columbia Falls,2006,3531216.1712400005,1910380.21344,788.041993135461,426.3289920642714,0.5409978094796623,1620835.9578000004,361.7130010711896
32,Stillwater,COL-32,Columbus,2006,2588492.425522,732574.5879200001,1411.3917260207197,399.4408876335878,0.2830120655161924,1855917.837602,1011.9508383871319
26,Pondera,CON-26,Conrad,2006,1355811.5427999997,753705.7177,521.2654912725874,289.77536243752405,0.5559074354415506,602105.8250999997,231.49012883506333
