County #,County,year,total_taxes,residential_taxes,total_taxes_per_capita,residential_taxes_per_capita,res_per_income,fips,region,res_percent,non_res_taxes,non_res_taxes_per_capita
24,Blaine,2010,5865825.797056001,1167781.620284,902.0184218139322,179.57582966077194,0.006709152238242424,30005,Plains,0.19908221973964824,4698044.176772,722.4425921531601
24,Blaine,2011,7049525.430454997,1248392.0387519998,1072.3342607932761,189.8983934822026,0.0066776072935940765,30005,Plains,0.1770888056320445,5801133.3917029975,882.4358673110735
24,Blaine,2012,7200006.870669998,1295640.1629199998,1077.8453399206585,193.95810822155687,0.006932746327566924,30005,Plains,0.17994985090888305,5904366.707749998,883.8872316991017
24,Blaine,2013,7495036.805780004,1307815.6283600002,1129.6212216699328,197.1086101522231,0.006553101779608363,30005,Plains,0.17449088807028168,6187221.177420003,932.5126115177097
24,Blaine,2014,6953884.935656001,1287178.800063,1037.1193043483968,191.97297540089485,0.006600578432198349,30005,Plains,0.18510211370668486,5666706.135593001,845.146328947502
24,Blaine,2015,8257469.728089003,1656120.244312999,1237.259473792179,248.14507706218146,0.008369231381899309,30005,Plains,0.20056025621013923,6601349.483776004,989.1143967299976
24,Blaine,2016,8434877.073903598,1626630.2851630005,1257.622942284717,242.5272528944387,0.008375194548259707,30005,Plains,0.19284576063302464,6808246.788740598,1015.0956893902784
24,Blaine,2017,10096292.052457009,2012440.0431120005,1497.077706473459,298.4045141032029,0.010174475553290563,30005,Plains,0.19932466618992645,8083852.009345008,1198.6731923702562
24,Blaine,2018,10201765.005873987,2045029.924131,1498.7167630195368,300.4304281079771,0.009609832073019558,30005,Plains,0.20045844252965145,8156735.081742987,1198.2863349115596
43,Broadwater,2002,3435121.6096150004,1135623.7329889997,767.1106765553819,253.60065497744523,0.012546526277871683,30007,Mountains,0.33059200285962437,2299497.8766260007,513.5100215779366
43,Broadwater,2003,4013856.1671100003,1360914.2035700001,879.8457183494082,298.3152572490136,0.013939793948150122,30007,Mountains,0.33905405348639245,2652941.96354,581.5304611003946
43,Broadwater,2004,4209197.460530001,1462602.50148,893.4827978199959,310.4654004415199,0.013273339033859391,30007,Mountains,0.3474777591678573,2746594.9590500006,583.0173973784761
43,Broadwater,2005,4387475.888289999,1544366.07401,918.843117966492,323.4274500544503,0.013298368012348018,30007,Mountains,0.35199420198111003,2843109.814279999,595.4156679120417
43,Broadwater,2006,4724371.825219998,1718530.3312,952.8785448204918,346.6176545381202,0.013984752788763568,30007,Mountains,0.3637584836201951,3005841.4940199982,606.2608902823716
43,Broadwater,2007,5075797.357899999,1863069.4168700003,997.4056509923363,366.0973505344862,0.01307490537623165,30007,Mountains,0.36704960531379544,3212727.941029999,631.30830045785
43,Broadwater,2008,5619895.520779998,2192678.8309199996,1068.218118376734,416.77985761642265,0.012588073914356408,30007,Mountains,0.3901636289878344,3427216.6898599984,651.4382607603114
43,Broadwater,2009,5730169.887500001,2309607.9594900003,1042.60733033115,420.23434488537123,0.013434983185911234,30007,Mountains,0.40306099205335294,3420561.928010001,622.3729854457788
43,Broadwater,2010,5862670.633560001,2451179.85073,1040.9571437428979,435.22369508700285,0.014118723652339701,30007,Mountains,0.4180995324380973,3411490.782830001,605.733448655895
43,Broadwater,2011,5990212.659990002,2575047.2858100007,1046.5081516404616,449.8684985691825,0.01347416297320915,30007,Mountains,0.42987577102384517,3415165.3741800017,596.6396530712791
43,Broadwater,2012,6578725.837730005,2871115.497310001,1142.5366164866282,498.63068727162226,0.015355365322711768,30007,Mountains,0.4364242511587444,3707610.3404200044,643.9059292150059
43,Broadwater,2013,6368085.528020003,2699191.9474400007,1122.1296084616745,475.6285369938327,0.013324934206657554,30007,Mountains,0.4238623893418792,3668893.580580002,646.5010714678417
43,Broadwater,2014,6686992.303729998,2957488.1786999987,1183.1196574186124,523.2640089702758,0.014696250658166073,30007,Mountains,0.4422747992472362,3729504.1250299993,659.8556484483366
43,Broadwater,2015,7141886.58612,3014875.824870001,1250.1114276422195,527.722006803781,0.014484915488543719,30007,Mountains,0.4221399749933447,4127010.761249999,722.3894208384385
43,Broadwater,2016,7787732.656333966,3023991.644129999,1346.1940633247996,522.7297569801208,0.01388751105231252,30007,Mountains,0.388301932998497,4763741.012203967,823.4643063446788
43,Broadwater,2017,8437973.619260006,3500026.902310002,1422.2102847227382,589.9253164183384,0.015493631733856875,30007,Mountains,0.4147947197086577,4937946.716950003,832.2849683043997
43,Broadwater,2018,8384697.856910004,3554921.1013599993,1377.9289822366482,584.2105343237469,0.014863325868865343,30007,Mountains,0.42397724545677157,4829776.755550005,793.7184479129013
10,Carbon,2002,10019023.474754987,4996443.810014006,1031.4003988835689,514.354932058267,0.020473788461832256,30009,Plains,0.49869568851730756,5022579.6647409815,517.0454668253019
10,Carbon,2003,10788332.375080004,5622260.057069999,1106.8361931958557,576.8195400707909,0.021542299260384614,30009,Plains,0.5211426438859885,5166072.318010005,530.0166531250647
10,Carbon,2004,11340104.69653772,5911810.06682274,1157.6260408878848,603.4922485527501,0.019765726048743004,30009,Plains,0.521318825974128,5428294.62971498,554.1337923351347
10,Carbon,2005,12134996.292629993,6361424.61545,1223.1626139129112,641.2080047827841,0.020117975672346508,30009,Plains,0.5242213892816363,5773571.677179992,581.9546091301271
10,Carbon,2006,12785124.940890003,6494216.13537,1289.3429750796695,654.9229664552239,0.01996033924491941,30009,Plains,0.507950932462137,6290908.805520003,634.4200086244456
10,Carbon,2007,13956205.879620006,7241209.324329998,1399.3989651679542,726.0813520836256,0.021516510047274926,30009,Plains,0.5188522859858499,6714996.555290008,673.3176130843286
10,Carbon,2008,14532665.656070016,7622211.380999998,1458.3708636297056,764.8982820873053,0.022047163136383746,30009,Plains,0.5244881814105691,6910454.275070018,693.4725815424002
10,Carbon,2009,15332052.529860001,7849196.1119099995,1528.162317338782,782.3378961337586,0.02374672840009318,30009,Plains,0.5119468575145608,7482856.417950002,745.8244212050234
10,Carbon,2010,16205915.651209991,8320879.48775,1610.4457568528264,826.8786135098877,0.02341574736108219,30009,Plains,0.5134470440816304,7885036.163459991,783.5671433429387
10,Carbon,2011,16702908.338210013,8542693.977319984,1655.7204934783915,846.8174045717668,0.021796868204519725,30009,Plains,0.5114494915701293,8160214.360890029,808.9030889066247
10,Carbon,2012,17134733.867150012,8718725.987510005,1689.6493311458448,859.7501220303723,0.020998251465540508,30009,Plains,0.5088334639515574,8416007.879640007,829.8992091154726
10,Carbon,2013,17948512.68307998,9112288.56182,1736.5047100503077,881.606865501161,0.021747030669263246,30009,Plains,0.507690454508252,8836224.12125998,854.8978445491467
10,Carbon,2014,18541937.763320003,9546897.306080002,1776.3879826901707,914.628981230121,0.021534176723530862,30009,Plains,0.514881315423561,8995040.45724,861.7590014600497
10,Carbon,2015,17935205.136800006,9138855.26298,1724.0416357589163,878.4826745150436,0.019901341577193775,30009,Plains,0.5095484101393752,8796349.873820007,845.5589612438727
10,Carbon,2016,18404504.814097777,9192996.61226,1755.317578836221,876.7760240591322,0.01973173716247513,30009,Plains,0.4994970908001938,9211508.201837776,878.5415547770888
10,Carbon,2017,20911172.381219987,10591911.797669997,1955.9603761313242,990.7316245131417,0.02205949740430113,30009,Plains,0.5065192713528791,10319260.58354999,965.2287516181825
10,Carbon,2018,21091310.12624002,10405661.340210004,1968.574773776369,971.2209576451376,0.02047165694833326,30009,Plains,0.49336249279574923,10685648.786030015,997.3538161312315
42,Carter,2002,3252056.315817999,218307.70813299995,2465.546865669446,165.51001374753596,0.009109819234393255,30011,Plains,0.0671291290594051,3033748.6076849992,2300.03685192191
42,Carter,2003,3096624.6541999993,238528.21222000002,2400.484228062015,184.90559086821708,0.008292883642874527,30011,Plains,0.07702845480367812,2858096.441979999,2215.578637193798
42,Carter,2004,3593835.4965200005,231450.30306,2798.9373025856703,180.25724537383178,0.007537133745603752,30011,Plains,0.06440203044466533,3362385.1934600007,2618.6800572118386
42,Carter,2005,2176190.01514,253586.55786999996,1729.8807751510333,201.57913980127182,0.007261097178730957,30011,Plains,0.11652776462798269,1922603.45727,1528.3016353497615
42,Carter,2006,2279292.2539840005,255356.24005900003,1857.6138989274657,208.11429507660964,0.009185476261115108,30011,Plains,0.11203312765735066,2023936.0139250006,1649.4996038508561
42,Carter,2007,2432698.11272,272881.13745000004,2000.5741058552633,224.40883013980266,0.007500031262368075,30011,Plains,0.11217221570698371,2159816.9752700003,1776.1652757154607
42,Carter,2008,2596351.3028799994,285918.16174,2215.3168113310576,243.95747588737203,0.007382343447973148,30011,Plains,0.11012306440305118,2310433.1411399995,1971.3593354436855
42,Carter,2009,2819164.505189999,285973.45571999997,2389.122462025423,242.3503862033898,0.008664549484017571,30011,Plains,0.10143908068987505,2533191.049469999,2146.772075822033
42,Carter,2010,3024523.1475799996,251168.74579999998,2607.347541017241,216.52478086206895,0.00723787521756671,30011,Plains,0.08304408118052152,2773354.4017799995,2390.822760155172
42,Carter,2011,7097602.62199,187955.74303,6247.889632033451,165.45399914612676,0.004689046577936334,30011,Plains,0.02648158160442373,6909646.87896,6082.435632887324
42,Carter,2012,8195677.297269999,201103.60035000005,7083.558597467588,173.81469347450306,0.003624729192876842,30011,Plains,0.02453776461122843,7994573.696919999,6909.743903993085
42,Carter,2013,10055562.370959995,210246.38642,8728.786780347218,182.5055437673611,0.0035636188755551034,30011,Plains,0.020908466246222286,9845315.984539995,8546.281236579856
42,Carter,2014,10362007.415150011,217379.8536499999,9010.441230565228,189.02595969565206,0.0033180671864029045,30011,Plains,0.020978546428385553,10144627.561500011,8821.415270869576
42,Carter,2015,11484545.02482,283011.5317899999,10012.680928352223,246.7406554402789,0.004005371391632935,30011,Plains,0.024642816165408837,11201533.49303,9765.940272911945
42,Carter,2016,11969371.507010004,281721.8922299998,10186.699154902131,239.76331253617008,0.0045388501865665605,30011,Plains,0.02353689933218349,11687649.614780003,9946.935842365961
42,Carter,2017,13209348.14643,328700.87994,10800.775262820933,268.7660506459526,0.005966507776950863,30011,Plains,0.024883959170145405,12880647.266490001,10532.00921217498
42,Carter,2018,13320374.348599995,347345.1620400001,10759.591557835214,280.5695977705978,0.006325141801693528,30011,Plains,0.026076231264214204,12973029.186559994,10479.021960064616
2,Cascade,2002,57956367.36484893,27572565.094848983,725.8336760450973,345.31315868711783,0.012874738207588984,30013,Great Falls,0.4757469515173927,30383802.269999944,380.52051735797943
2,Cascade,2003,59396216.51492003,28628839.403529998,745.8744052706796,359.50974349239635,0.012846005642748105,30013,Great Falls,0.48199769418542976,30767377.111390036,386.3646617782833
2,Cascade,2004,63464211.339249976,30869342.356050007,791.344065179306,384.9141170110228,0.013067865175048357,30013,Great Falls,0.48640551429902673,32594868.98319997,406.42994816828315
2,Cascade,2005,63448423.012539975,30511020.54041001,792.69902940418,381.1923956523533,0.012384599180399138,30013,Great Falls,0.48087909977494314,32937402.472129967,411.5066337518267
2,Cascade,2006,66505703.36237001,31650614.722479995,831.4875895475346,395.7118263962792,0.011842728153296178,30013,Great Falls,0.47590827737021457,34855088.639890015,435.77576315125543
2,Cascade,2007,70092285.39919,33153696.77698,875.0706675387956,413.90899732805656,0.011855921301545605,30013,Great Falls,0.47300065318405404,36938588.622209996,461.1616702107391
2,Cascade,2008,70312502.51813999,35701544.445769995,873.13269155385,443.33773480075496,0.012236227965724277,30013,Great Falls,0.507755280599767,34610958.07236999,429.79495675309505
2,Cascade,2009,71617771.37271003,33740596.90652999,887.6768886057267,418.2027380581308,0.011444811276409688,30013,Great Falls,0.47112045320341894,37877174.46618004,469.4741505475959
2,Cascade,2010,74899312.7066201,36072638.184069976,918.9986958027521,442.60362675390456,0.011541992143594654,30013,Great Falls,0.4816150760336902,38826674.52255012,476.3950690488475
2,Cascade,2011,78105305.00613001,36047534.08695999,956.0714985938993,441.25069266971855,0.011156731725836979,30013,Great Falls,0.461524784829031,42057770.91917002,514.8208059241807
2,Cascade,2012,84250226.37017004,37942664.92861997,1032.3391009811182,464.92096566173643,0.011503591793858221,30013,Great Falls,0.4503568306381916,46307561.44155007,567.4181353193818
2,Cascade,2013,84791124.63051002,38083872.287829995,1031.6602541764714,463.3694568352212,0.011624709118128978,30013,Great Falls,0.44914927657565756,46707252.34268002,568.2907973412503
2,Cascade,2014,86309118.82606009,39461047.78668005,1051.8062690543284,480.8921468556393,0.011479059936695233,30013,Great Falls,0.4572060093233766,46848071.03938004,570.914122198689
2,Cascade,2015,91538167.50020996,41106106.06759994,1117.8595808884188,501.98573726720895,0.011613830007713133,30013,Great Falls,0.44905974404071014,50432061.43261002,615.8738436212099
2,Cascade,2016,94721921.77306998,41331025.420929976,1161.7190170362783,506.9052372072456,0.011532441664238202,30013,Great Falls,0.4363406553337122,53390896.35214,654.8137798290327
2,Cascade,2017,108526021.78449008,47626588.68538013,1329.910565468483,583.6305657244759,0.012886124733899952,30013,Great Falls,0.43884948422744685,60899433.09910995,746.279999744007
2,Cascade,2018,114210271.82216015,49476837.55107999,1398.8985194341237,606.0144476694877,0.012753392586031613,30013,Great Falls,0.433208298708208,64733434.271080166,792.884071764636
19,Chouteau,2002,8263988.727641999,1577988.9544820006,1422.12850243366,271.55204861159876,0.013073969978392178,30015,Plains,0.19094761700289192,6685999.7731599985,1150.5764538220612
19,Chouteau,2003,8867952.76508,1732110.7109,1535.576236377489,299.93259063203465,0.012589111775009449,30015,Plains,0.19532250078289343,7135842.054179999,1235.6436457454545
19,Chouteau,2004,9074269.202729994,1763317.8068000001,1583.9185202880074,307.7880619305289,0.012458264259774761,30015,Plains,0.19432064085882594,7310951.395929994,1276.1304583574783
19,Chouteau,2005,9543425.918890005,1826611.90449,1671.938668340926,320.00909328836724,0.01277324185149962,30015,Plains,0.19140001923988878,7716814.014400005,1351.9295750525587
19,Chouteau,2006,9357225.13626999,1789127.8658,1639.0305020616554,313.3872597302505,0.012860321059516963,30015,Plains,0.19120282345939027,7568097.270469991,1325.643242331405
19,Chouteau,2007,10113092.490020001,1912690.2856500004,1760.0230577828056,332.87335288026463,0.011798573120126828,30015,Plains,0.1891301090677771,8200402.204370001,1427.149704902541
19,Chouteau,2008,10386668.459917998,1990311.142848,1798.8688015098714,344.7023108500173,0.010503792610750191,30015,Plains,0.19162170724218083,8396357.317069998,1454.1664906598542
19,Chouteau,2009,10519332.534969997,1934448.5985599998,1815.8695900172615,333.9286377628172,0.012260883279627821,30015,Plains,0.18389461423804274,8584883.936409997,1481.9409522544443
19,Chouteau,2010,10314086.67207,1775366.0998799999,1775.230064039587,305.5707572943201,0.01004211785533282,30015,Plains,0.17213022891184318,8538720.57219,1469.6593067452668
19,Chouteau,2011,11010192.166520007,1902412.3217539995,1894.7155681500615,327.381229006023,0.009270427905415346,30015,Plains,0.17278647756384213,9107779.844766008,1567.3343391440385
19,Chouteau,2012,11276112.619059993,1958816.6996299997,1901.2160881908603,330.26752649300283,0.00927606182550469,30015,Plains,0.17371382902996332,9317295.919429993,1570.9485616978575
19,Chouteau,2013,10543987.381780013,1772726.3117100005,1802.082957063752,302.9783475833192,0.008668503543779526,30015,Plains,0.16812674821417822,8771261.070070013,1499.1046094804328
19,Chouteau,2014,11702973.18176197,2084789.9395380002,1984.5638768461881,353.53399008614554,0.011785398988886127,30015,Plains,0.1781419052371202,9618183.24222397,1631.0298867600427
19,Chouteau,2015,12179376.142160004,2206456.20447,2110.0790267082475,382.26891969334724,0.011721816901585785,30015,Plains,0.1811633189348799,9972919.937690005,1727.8101070149003
19,Chouteau,2016,11900892.274271231,2074264.18071,2059.6905978316427,358.9934546053998,0.011318510450609234,30015,Plains,0.17429484553812757,9826628.093561232,1700.6971432262428
19,Chouteau,2017,14476638.63467,2475490.01076,2516.800875290334,430.3703078511822,0.01316280905613425,30015,Plains,0.1709989503247989,12001148.62391,2086.4305674391517
19,Chouteau,2018,14913935.339730013,2494471.487109999,2595.9852636605765,434.198692273281,0.011628153492028712,30015,Plains,0.16725776465349465,12419463.852620013,2161.7865713872957
14,Custer,2002,7780125.535850002,3287600.2578950017,675.9448771372721,285.6299094609037,0.012089165708982672,30017,Plains,0.4225639088657483,4492525.277955001,390.3149676763684
14,Custer,2003,8293337.378599998,3489955.74386,725.0688388354605,305.1194040793845,0.011697600600171611,30017,Plains,0.4208143940780016,4803381.634739998,419.949434756076
14,Custer,2004,9915136.136599999,4119225.2184499996,861.436675638575,357.8822952606429,0.013399689076711383,30017,Plains,0.41544817556711067,5795910.918149999,503.55438037793215
14,Custer,2005,9900184.416299999,4177386.89084,866.6886471417315,365.69963151886543,0.01314689640135076,30017,Plains,0.4219504117481093,5722797.525459999,500.9890156228661
14,Custer,2006,10039667.277170002,4246608.86689,881.058997557701,372.6730027985959,0.012558209770962343,30017,Plains,0.4229830281872689,5793058.410280002,508.3859947591051
14,Custer,2007,10363971.297890002,4339530.55581,902.7849562621952,378.00788813675956,0.011843276728200146,30017,Plains,0.41871310051712357,6024440.742080002,524.7770681254357
14,Custer,2008,10717061.034670008,4703055.63033,930.704388594877,408.4286261684759,0.012357827881457697,30017,Plains,0.4388381866180921,6014005.404340008,522.2757624264011
14,Custer,2009,10851863.691170001,4380108.94345,931.8103804885799,376.1041510776232,0.011883417736373749,30017,Plains,0.40362734624228913,6471754.747720001,555.7062294109567
14,Custer,2010,11012182.198229998,4641266.01203,941.775609187548,396.926880358334,0.011250381201547475,30017,Plains,0.42146651122208967,6370916.1861999985,544.848728829214
14,Custer,2011,11305249.387169987,4555983.55846,961.494249631739,387.4794657645858,0.01067097526053341,30017,Plains,0.40299717435959076,6749265.828709987,574.0147838671531
14,Custer,2012,11607293.833670007,4559343.435560001,983.9191178833607,386.4832953767908,0.009997573563047509,30017,Plains,0.3927998636800618,7047950.398110006,597.4358225065699
14,Custer,2013,12492847.778190007,4773091.91099,1052.295129564522,402.0461515321765,0.009984503526806819,30017,Plains,0.3820659625199993,7719755.867200008,650.2489780323456
14,Custer,2014,12682713.489360005,4980744.269050004,1056.2766294128428,414.8200440617976,0.009978252001462466,30017,Plains,0.39271913484669774,7701969.220310001,641.4565853510452
14,Custer,2015,13780096.221979989,5701249.827509991,1141.208796851345,472.153194824844,0.010968899074601005,30017,Plains,0.41373077050189194,8078846.394469998,669.055602026501
14,Custer,2016,13945734.547589999,5684307.219139997,1178.645583805781,480.4181219692357,0.011472879971460627,30017,Plains,0.4076018512859416,8261427.328450002,698.2274618365452
14,Custer,2017,15241628.193559986,6271589.903029991,1299.925645506182,534.8903968469076,0.012378520723397351,30017,Plains,0.411477686201525,8970038.290529994,765.0352486592744
14,Custer,2018,15656057.940350005,6467953.683239999,1351.2910357629903,558.2559712791299,0.012492160829494689,30017,Plains,0.4131278581034302,9188104.257110007,793.0350644838604
37,Daniels,2002,2431130.273873997,549597.0274059998,1271.5116495156888,287.4461440407949,0.010695254196703443,30019,Plains,0.22606646517967918,1881533.246467997,984.0655054748938
37,Daniels,2003,2636630.9848399996,585184.47667,1401.7176952897394,311.10285841041997,0.011254629804211944,30019,Plains,0.22194401872490743,2051446.5081699996,1090.6148368793195
37,Daniels,2004,2847569.5158300013,638980.01256,1578.4753413691803,354.20178079822614,0.01139326746594394,30019,Plains,0.2243948774587692,2208589.503270001,1224.2735605709543
37,Daniels,2005,2899588.505870001,664495.11962,1627.1540436980924,372.8928841863075,0.012148657506261769,30019,Plains,0.22916876593860788,2235093.386250001,1254.2611595117849
37,Daniels,2006,3037791.818490002,703700.46077,1737.8671730492001,402.57463430778034,0.015287865756463176,30019,Plains,0.231648678650991,2334091.3577200016,1335.2925387414198
37,Daniels,2007,3176168.0158000016,722559.66984,1866.1386696827271,424.5356462044653,0.011499684398962328,30019,Plains,0.22749415844677986,2453608.3459600015,1441.6030234782618
37,Daniels,2008,3326905.0885600033,777517.2014699999,1952.4090895305185,456.2894374823943,0.014199671295748409,30019,Plains,0.23370585597515062,2549387.8870900036,1496.1196520481242
37,Daniels,2009,3300837.3321300005,634708.89321,1905.7952264030025,366.46010000577365,0.009722869074908089,30019,Plains,0.19228723785683438,2666128.4389200006,1539.3351263972288
37,Daniels,2010,3422636.0510599986,660307.35436,1956.9102636134926,377.53422204688394,0.007422686597720272,30019,Plains,0.192923625097533,2762328.6966999983,1579.3760415666086
37,Daniels,2011,3388706.248929999,635047.7651,1924.3079210278245,360.6176973878478,0.008357541160755412,30019,Plains,0.1874012435573368,2753658.483829999,1563.6902236399767
37,Daniels,2012,3558299.085299999,673687.3291499999,2004.675541014084,379.54215726760555,0.0062074978728991585,30019,Plains,0.18932847211554774,2884611.756149999,1625.1333837464786
37,Daniels,2013,3618522.8514899975,671405.7639,2035.1647083745768,377.61853987626546,0.008502251087782393,30019,Plains,0.1855469183021839,2947117.0875899973,1657.5461684983113
37,Daniels,2014,3714538.9865500005,697109.7622799999,2065.9282461345942,387.7139945939933,0.009970818311950224,30019,Plains,0.18767060052517134,3017429.2242700006,1678.214251540601
37,Daniels,2015,4257703.495590006,1051317.4906800003,2431.5839495088553,600.4097605254142,0.014350498098280103,30019,Plains,0.24692125503077458,3206386.0049100057,1831.1741889834411
37,Daniels,2016,4290446.326059996,1036275.8623500002,2472.8797268357325,597.2771540922191,0.015024152033374897,30019,Plains,0.2415310164948814,3254170.463709996,1875.6025727435135
37,Daniels,2017,4622616.761529997,1061355.9231999991,2658.2040031799866,610.3254302472681,0.016713476894004993,30019,Plains,0.22960067380725518,3561260.838329998,2047.8785729327185
37,Daniels,2018,4731509.139199997,1106966.1117699998,2708.3624151116182,633.6383009559244,0.013177226766778561,30019,Plains,0.23395624508022517,3624543.0274299975,2074.7241141556938
16,Dawson,2002,8335277.288825999,2438517.1470600003,947.0829779372798,277.07273571866835,0.012386244670726815,30021,Plains,0.2925538122563717,5896760.141765999,670.0102422186114
16,Dawson,2003,8809546.074519997,2537547.64214,999.7215245710393,287.96500705174765,0.011919692804821337,30021,Plains,0.28804522056810544,6271998.432379997,711.7565175192916
16,Dawson,2004,10079906.89998272,2817163.586780114,1150.1491214037792,321.4472371953576,0.013430029589066455,30021,Plains,0.2794830958989257,7262743.3132026065,828.7018842084216
16,Dawson,2005,10001700.16304,2826390.3180600004,1136.5568367090907,321.1807179613637,0.012366725230848663,30021,Plains,0.2825909867308924,7175309.844979999,815.376118747727
16,Dawson,2006,10744046.908929992,2970430.6891900003,1213.605208283067,335.5281474291201,0.01232564311934638,30021,Plains,0.2764722375440399,7773616.219739992,878.0770608539469
16,Dawson,2007,10626882.349489996,2980974.8492,1188.1576866603305,333.2932523703041,0.011082679678484326,30021,Plains,0.28051264248192814,7645907.500289996,854.8644342900263
16,Dawson,2008,11012655.943210015,3104590.34632,1233.9110300515424,347.85326009187673,0.010407366727297716,30021,Plains,0.2819111359085155,7908065.5968900155,886.0577699596656
16,Dawson,2009,10965374.533439996,2894149.52802,1217.2929100177614,321.2865817073712,0.010055519750466443,30021,Plains,0.26393531011585647,8071225.005419996,896.0063283103902
16,Dawson,2010,11428088.328440003,2958341.6669099997,1276.88137747933,330.54096836983234,0.009609685453662496,30021,Plains,0.258865838440175,8469746.661530003,946.3404091094976
16,Dawson,2011,11927579.271869997,2832195.99774,1321.6154317861492,313.81673105152356,0.008343263833747228,30021,Plains,0.23744935440667758,9095383.274129996,1007.7987007346256
16,Dawson,2012,12547187.629490005,2878685.9051000015,1359.0974468685015,311.8160642439343,0.007491057124827279,30021,Plains,0.22942877640038997,9668501.724390004,1047.2813826245672
16,Dawson,2013,13357588.971810013,3048334.6091600014,1423.7464263280765,324.9130898699639,0.00790686745301274,30021,Plains,0.2282099423476225,10309254.36265001,1098.8333364581126
16,Dawson,2014,13580514.232340002,3239030.24775,1428.6255241258154,340.73535112034506,0.007677701328,30021,Plains,0.2385057143150533,10341483.984590001,1087.8901730054704
16,Dawson,2015,14255655.427190002,4585305.6882799985,1489.30792177079,479.033189331383,0.011468797915694318,30021,Plains,0.32164818458886035,9670349.738910004,1010.274732439407
16,Dawson,2016,14777109.546300007,4558885.392529998,1596.8348331856503,492.6394415960663,0.012376302795475025,30021,Plains,0.3085099544160504,10218224.153770009,1104.195391589584
16,Dawson,2017,15867763.440560002,4945923.61152,1773.925482455003,552.9260605388484,0.013358587769437909,30021,Plains,0.3116963288523445,10921839.829040002,1220.9994219161545
16,Dawson,2018,16724706.666679997,5099304.842990001,1926.8095238110595,587.4775164735024,0.012969983983675942,30021,Plains,0.304896518941594,11625401.823689997,1339.3320073375571
30,Deer Lodge,2002,5264664.314835996,2957428.1839779974,569.8922185360464,320.1372790623509,0.015113671799109753,30023,Butte,0.5617505708092096,2307236.130857999,249.75493947369546
30,Deer Lodge,2003,6113566.341380003,3378172.8824799997,665.3135641941454,367.6322649341604,0.016154385956636923,30023,Butte,0.5525699229948082,2735393.458900003,297.68129925998505
30,Deer Lodge,2004,6492103.236394271,3618513.6773112016,700.0326974761991,390.1783132748762,0.01664350189414249,30023,Butte,0.5573715551881662,2873589.5590830697,309.85438420132294
30,Deer Lodge,2005,6812275.733959997,3721760.19122,734.55636553375,401.31121320034504,0.016677915310972194,30023,Butte,0.5463314076772593,3090515.542739997,333.2451523334049
30,Deer Lodge,2006,7269088.936229998,3935648.4004100007,791.8397534019606,428.71986932570815,0.01657624617423461,30023,Butte,0.5414225131837724,3333440.5358199975,363.11988407625245
30,Deer Lodge,2007,7740875.9965900015,4093970.2368400004,835.5867871966755,441.92252124784113,0.016086959160831468,30023,Butte,0.528876865957221,3646905.759750001,393.6642659488343
30,Deer Lodge,2008,8194297.456610002,4421142.364249999,876.3017277948884,472.7988839963639,0.01665558727514174,30023,Butte,0.5395389156496443,3773155.092360003,403.5028437985245
30,Deer Lodge,2009,8462648.98858,4387801.233480001,913.8929793282937,473.8446256457884,0.016254426766489475,30023,Butte,0.5184902788005458,4074847.755099999,440.04835368250525
30,Deer Lodge,2010,8393449.164880004,3609234.18513,903.5901781548072,388.54927173323284,0.012889891913108695,30023,Butte,0.4300060814369154,4784214.979750004,515.0409064215744
30,Deer Lodge,2011,12691861.90576,4534434.879350001,1367.9523502651432,488.72977789933185,0.015615628178959841,30023,Butte,0.357271053925675,8157427.026409999,879.2225723658114
30,Deer Lodge,2012,12519343.234030005,4426227.96906,1359.0255356089888,480.48501618106815,0.014627854842905724,30023,Butte,0.35355113174217107,8093115.264970005,878.5405194279206
30,Deer Lodge,2013,13489577.513099998,4529571.943710001,1457.5448420421392,489.41890261588344,0.014916738108161515,30023,Butte,0.3357830843339047,8960005.569389997,968.1259394262557
30,Deer Lodge,2014,13537574.707749996,4626553.961339997,1485.1974446242452,507.575859719144,0.01482185773662155,30023,Butte,0.34175648601897546,8911020.74641,977.6215849051013
30,Deer Lodge,2015,13665629.641879998,5139991.06366,1501.0577374648503,564.5860131436732,0.01588304331894381,30023,Butte,0.37612544744428517,8525638.578219999,936.4717243211771
30,Deer Lodge,2016,14183863.430220515,5093042.064969999,1565.8935118371069,562.2700447085448,0.01535862242457962,30023,Butte,0.3590729768392037,9090821.365250517,1003.6234671285621
30,Deer Lodge,2017,14987650.77434,5526339.525760001,1648.2624848058947,607.7575635939735,0.016062652487756107,30023,Butte,0.36872620058785427,9461311.24858,1040.504921211921
30,Deer Lodge,2018,14355247.554859996,5367658.077989999,1572.1440756609347,587.8499702102727,0.015048861669470281,30023,Butte,0.37391609287662675,8987589.476869997,984.2941054506621
39,Fallon,2002,2576518.5402,359776.590182,945.5113908990826,132.02810648880734,0.005666576210518026,30025,Plains,0.13963671697626234,2216741.9500180003,813.4832844102752
39,Fallon,2003,2521235.8132300004,364259.76746,910.5221427338391,131.5492117948718,0.005051165757827884,30025,Plains,0.1444766751085216,2156976.0457700007,778.9729309389674
39,Fallon,2004,3018436.0355900005,377092.35069,1088.5092086512805,135.98714413631447,0.004982326331025553,30025,Plains,0.12492971401207494,2641343.6849000007,952.522064514966
