County #,County,year,per_capita_residential_taxes
4,Missoula,2015,850.726065187184
23,Musselshell,2015,389.53896046652295
49,Park,2015,849.6265588932887
55,Petroleum,2015,452.75046436708874
11,Phillips,2015,397.05755713217593
26,Pondera,2015,433.4812994882729
9,Powder River,2015,267.13829287895936
28,Powell,2015,508.6542626411768
45,Prairie,2015,391.57797672504375
13,Ravalli,2015,668.4440994190995
27,Richland,2015,362.51518042590726
17,Roosevelt,2015,178.5679602566797
29,Rosebud,2015,168.1625114530098
35,Sanders,2015,489.2923160483442
34,Sheridan,2015,485.91493524107887
1,Silver Bow,2015,480.8287618866568
32,Stillwater,2015,587.9987131379828
40,Sweet Grass,2015,649.4371093425411
31,Teton,2015,502.311307033619
21,Toole,2015,399.27876918094137
33,Treasure,2015,394.9467141520468
20,Valley,2015,503.25216250688715
44,Wheatland,2015,297.8072621800948
52,Wibaux,2015,249.30862373482725
3,Yellowstone,2015,599.7169071236859
18,Beaverhead,2016,606.1290641706264
22,Big Horn,2016,150.91974525178455
24,Blaine,2016,242.5272528944387
43,Broadwater,2016,522.7297569801208
10,Carbon,2016,876.7760240591322
42,Carter,2016,239.76331253617008
2,Cascade,2016,506.9052372072456
19,Chouteau,2016,358.9934546053998
14,Custer,2016,480.4181219692357
37,Daniels,2016,597.2771540922191
16,Dawson,2016,492.6394415960663
30,Deer Lodge,2016,562.2700447085448
39,Fallon,2016,320.6172122974724
8,Fergus,2016,569.0862188423198
7,Flathead,2016,1006.507282052534
6,Gallatin,2016,933.7486274859168
50,Garfield,2016,463.74783335130974
38,Glacier,2016,202.4383231946064
53,Golden Valley,2016,390.2104865432098
46,Granite,2016,1000.8164238279116
12,Hill,2016,382.52013657784204
51,Jefferson,2016,655.2258429071148
36,Judith Basin,2016,404.93762931923686
15,Lake,2016,959.3484546960825
5,Lewis & Clark,2016,678.3003607756123
48,Liberty,2016,332.10988818332635
56,Lincoln,2016,576.9047312221464
25,Madison,2016,11345.286928415273
41,McCone,2016,114.7796735426731
47,Meagher,2016,663.0961885915482
54,Mineral,2016,708.7497007453263
4,Missoula,2016,843.1852807466157
23,Musselshell,2016,388.6216499806489
49,Park,2016,853.1301265957206
55,Petroleum,2016,440.1440266463415
11,Phillips,2016,402.0440652018483
26,Pondera,2016,440.00933323938995
9,Powder River,2016,272.7262736504298
28,Powell,2016,507.28434103156053
45,Prairie,2016,395.5618440137221
13,Ravalli,2016,662.3671501384115
27,Richland,2016,378.99830732778264
17,Roosevelt,2016,182.4196962741777
29,Rosebud,2016,167.59948728531253
35,Sanders,2016,487.73867329692007
34,Sheridan,2016,497.30551848904906
1,Silver Bow,2016,476.8655945137389
32,Stillwater,2016,600.5312150842034
40,Sweet Grass,2016,653.4593749723294
31,Teton,2016,504.6067049742652
21,Toole,2016,403.3299822536348
33,Treasure,2016,402.2087496470588
20,Valley,2016,502.599460082239
44,Wheatland,2016,294.95668244945944
52,Wibaux,2016,258.52781957732947
3,Yellowstone,2016,602.6555991097047
18,Beaverhead,2017,666.0977417042211
22,Big Horn,2017,177.04788833844088
24,Blaine,2017,298.4045141032029
43,Broadwater,2017,589.9253164183384
10,Carbon,2017,990.7316245131417
42,Carter,2017,268.7660506459526
2,Cascade,2017,583.6305657244759
19,Chouteau,2017,430.3703078511822
14,Custer,2017,534.8903968469076
37,Daniels,2017,610.3254302472681
16,Dawson,2017,552.9260605388484
30,Deer Lodge,2017,607.7575635939735
39,Fallon,2017,338.201515535239
8,Fergus,2017,635.2825403509712
7,Flathead,2017,1123.6312530178127
6,Gallatin,2017,1025.3360350191406
50,Garfield,2017,496.81073394409947
38,Glacier,2017,212.22598822742216
53,Golden Valley,2017,455.79756476829266
46,Granite,2017,1012.7359983055395
12,Hill,2017,439.8207064344286
51,Jefferson,2017,736.5803577699592
36,Judith Basin,2017,489.23893942021544
15,Lake,2017,1013.2599383646344
5,Lewis & Clark,2017,776.3165481208288
48,Liberty,2017,374.7039660546358
56,Lincoln,2017,666.2989500138414
25,Madison,2017,14513.581513478026
41,McCone,2017,124.78598988078205
47,Meagher,2017,862.1450732543093
54,Mineral,2017,677.3412548833924
4,Missoula,2017,983.6149250752154
23,Musselshell,2017,470.87684712378905
49,Park,2017,950.3350289627698
55,Petroleum,2017,570.3515980626223
11,Phillips,2017,447.35464901165585
26,Pondera,2017,490.1444257193977
9,Powder River,2017,315.5654715309634
28,Powell,2017,561.5724657314922
45,Prairie,2017,436.9037461061151
13,Ravalli,2017,706.9134638074647
27,Richland,2017,459.12144939588813
17,Roosevelt,2017,195.9318675689964
29,Rosebud,2017,163.47278250048603
35,Sanders,2017,583.7931899184057
34,Sheridan,2017,632.2412593116253
1,Silver Bow,2017,553.4359847675806
32,Stillwater,2017,677.5446759638171
40,Sweet Grass,2017,784.3924486912847
31,Teton,2017,538.9773072767416
21,Toole,2017,470.5935226629789
33,Treasure,2017,439.0576708284023
20,Valley,2017,551.7374705273775
44,Wheatland,2017,361.49460248168504
52,Wibaux,2017,291.40894346902655
3,Yellowstone,2017,672.576324529509
18,Beaverhead,2018,688.7459134655464
22,Big Horn,2018,187.83684646423748
24,Blaine,2018,300.4304281079771
43,Broadwater,2018,584.2105343237469
10,Carbon,2018,971.2209576451376
42,Carter,2018,280.5695977705978
2,Cascade,2018,606.0144476694877
19,Chouteau,2018,434.198692273281
14,Custer,2018,558.2559712791299
37,Daniels,2018,633.6383009559244
16,Dawson,2018,587.4775164735024
30,Deer Lodge,2018,587.8499702102727
39,Fallon,2018,383.9193605993151
8,Fergus,2018,660.5152953009992
7,Flathead,2018,1147.997594802411
6,Gallatin,2018,1093.8517001666128
50,Garfield,2018,579.967727405363
38,Glacier,2018,213.04948259983993
53,Golden Valley,2018,440.24388407990284
46,Granite,2018,1014.9256321284788
12,Hill,2018,441.2254028769803
51,Jefferson,2018,758.2534725188067
36,Judith Basin,2018,478.96121647028684
15,Lake,2018,1021.322004818182
5,Lewis & Clark,2018,886.3439945074232
48,Liberty,2018,386.5862489259259
56,Lincoln,2018,661.2949917012221
25,Madison,2018,15794.447443910449
41,McCone,2018,125.61062476619524
47,Meagher,2018,851.0752435048239
54,Mineral,2018,690.084895607043
4,Missoula,2018,988.8631787711162
23,Musselshell,2018,439.42927115889046
49,Park,2018,946.1609836293015
55,Petroleum,2018,620.6445742105265
11,Phillips,2018,487.86591136720665
26,Pondera,2018,512.3542361456805
9,Powder River,2018,318.81273740675994
28,Powell,2018,575.2625465843852
45,Prairie,2018,460.3920845446182
13,Ravalli,2018,726.6496977117115
27,Richland,2018,500.54374671767613
17,Roosevelt,2018,202.79675916086444
29,Rosebud,2018,178.9874878698003
35,Sanders,2018,577.281053259879
34,Sheridan,2018,710.5385925934584
1,Silver Bow,2018,573.6821242665684
32,Stillwater,2018,662.6252369634988
40,Sweet Grass,2018,763.44164319407
31,Teton,2018,556.7359951655309
21,Toole,2018,495.0228836056047
33,Treasure,2018,473.4243838586157
20,Valley,2018,575.3373135108244
44,Wheatland,2018,351.65399532200365
52,Wibaux,2018,290.67910144584135
3,Yellowstone,2018,711.4267979794807
